Paragraph,Sentiment,Score
"Dabei wollen wi r das Gute besser ma- 12 
chen.",neutral,0.9875555634498596
"Denn klar ist : Wir können nicht zaubern, aber wir können und wir wollen arbeiten  und 13 
gestalten.",neutral,0.9955835938453674
"14 
Wir haben in der unionsgeführten Bundesregierung vieles err eicht.",neutral,0.9870337247848511
"Unsere Politik für 15 
Wachstum und solide Finanzen hat die Grundlage dafür geschaffen, dass wir in der Pande- 16 
mie umfassend handeln konnten: zum Schutz der Bürgerinnen und B ürger vor dem Virus, 17 
für die Impfstoffrevolution und umfassende Hilfen für Betriebe und  Beschäftigte.",neutral,0.9996174573898315
"Das ist 18 
nicht selbstverständlich und nicht garantiert.",neutral,0.9933292865753174
"Erfolg ist kein Sc hicksal, sondern das Ergebnis 19 
harter Arbeit.",neutral,0.9999611377716064
"20 
Unsere Richtung ist klar:",negative,0.42128270864486694
"Wir wollen den Wandel gestalten, damit  Deutschland an der Spitze 21 
bleibt.",neutral,0.9900223612785339
Aber unsere Vorstellung ist: Sicherheit im Wandel.,neutral,0.9944149255752563
"Wir wollen stark aus de r Krise 22 
kommen und eine neue Dynamik schaffen.",neutral,0.9973375201225281
"Eine Dynamik, die Wirtsch aft und Klimaschutz 23 
voranbringt, Arbeitsplätze sichert und neue schafft, Familie n unterstützt und eine modern e 24 
Arbeitswelt gestaltet.",neutral,0.9999872446060181
"Dabei stürmen wir nicht blind ins Morgen, sondern halten Maß und 25 
Mitte.",neutral,0.9999815225601196
"26 
Das bedeutet auch: Wir werden nichts versprechen, was wir nicht ein halten können.",neutral,0.9927423000335693
"Durch 27 
die hohen Ausgaben zur Bekämpfung der Pandemie sind die fina nziellen Spielräume des 28 
Staates deutlich eingeschränkt.",neutral,0.9999912977218628
"Neue Schulden oder Steuererhöhun gen wären aber der fal- 29 
sche Weg.",neutral,0.9924626350402832
"Wir setzen auf wirtschaftliches Wachstum, das unserem Staat finanz ielle Spiel- 30 
räume eröffnet.",neutral,0.9999897480010986
Diese Spielräume wollen wir für die finanzwirksamen,neutral,0.9999125003814697
"Vor haben dieses Pro- 31 
gramms nutzen.",neutral,0.9987156391143799
"32 
Wir brauchen auch einen Neustart im Verhältnis zwischen Staat und Bürger.",neutral,0.9942321181297302
"Der Staat muss 33 
sich nach der Pandemie wieder deutlich zurückziehen und de n Bürgerinnen und Bürgern 34 
sowie den Unternehmen mehr Freiraum lassen.",neutral,0.9999881982803345
"Wir müssen aufhören, jedes Problem bis ins 35 
Detail zu regeln oder mit mehr Geld lösen zu wollen.",neutral,0.9900341629981995
"Wir wollen einen  verlässlichen und 36 
modernen Staat.",neutral,0.9978582262992859
"37 
Unser Ziel ist, so schnell wie möglich wieder zurück zu einer Normalit ät zu gelangen, die 38 
uns Liebgewonnenes und Vermisstes zurückgibt und in der wir kl ug das Morgen gestalten.",neutral,0.9935967922210693
"39 
Wir wollen, dass Deutschland eine starke Heimat bleibt, in der möglich st viele Menschen 40 Seite 5 von 139 nach ihrem persönlichen Glück streben können.",neutral,0.9998942613601685
"Wir wollen eine Gesel lschaft, die zusam- 41 
menhält und Einsatz belohnt, Aufstieg ermöglicht und die diej enigen schützt, die sich nicht 42 
selbst helfen können.",neutral,0.9912382960319519
"Wir wollen ein modernes Deutschland, das an morge n denkt, heute 43 
handelt und gemeinsam ganz Großes weiterwachsen lässt: wirtschaftliche  Stärke, konse- 44 
quenten Klimaschutz und soziale Sicherheit.",neutral,0.9994922876358032
"Deshalb soll Deutschland de utlich vor Mitte 45 
des Jahrhunderts eine klimaneutrale Industrienation werden.",neutral,0.9999912977218628
"Und  gemeinsam mit unseren 46 
europäischen Freunden wollen wir dafür sorgen, dass Deutschland und die EU weltpolitik- 47 
fähiger werden.",neutral,0.9999017715454102
"48 
Wir haben für diese Aufgabe die richtigen Werte und Pri nzipien: Vernunft statt Ideologie, 49 
Innovationen statt Verbote, Soziale Marktwirtschaft statt sozialistisch er Umverteilung , 50 
Chancen statt Ängste, Respekt statt Bevormundung für Familien, chri stliches Menschenbild 51 
und gesellschaftliche Vielfalt statt vorgefertigter Lebensentwür fe für jeden Einzelnen.",neutral,0.9996410608291626
"Wir 52 
spielen vermeintliche Gegensätze und unterschiedliche Gruppen nic ht gegeneinander aus.",neutral,0.9999651908874512
"53 
Wir verbinden sie.",positive,0.9456307291984558
"Weil wir wissen: Gerade in einer indivi dualisierten Gesellschaft ist es 54 
wichtig, dass wir bei den großen Fragen in eine gemeinsame Richtung ge hen, dass jeder die 55 
Gewissheit hat, Teil eines Ganzen zu sein – ob jung oder alt, ob auf dem Land oder in der 56 
Stadt, ob Arbeitnehmer oder Arbeitgeber.",neutral,0.9999440908432007
"Zusammenhalt ist für uns Ausdruck von Verant- 57 
wortung – gegenüber den Bürgerinnen und Bürgern unseres Landes ebenso wie  gegenüber 58 
unserer Umwelt und den zukünftigen Generationen.",neutral,0.9999141693115234
"Jeder von uns ist  Teil dieser Verant- 59 
wortungsgemeinschaft, Teil einer Nation und einer Europäischen U nion mit gemeinsamer 60 
Kultur, gemeinsamer Geschichte, gemeinsamen Werten, gemeinsamen Zielen  und einer ge- 61 
meinsamen Zukunft.",neutral,0.9999915361404419
"62 
  63 Seite 6 von 139 1. Neue Verantwortung Deutschlands in der Welt – aus Überzeugung für 64 
Frieden, Freiheit und Menschenrechte 65 
 66 
Unser Unions-Versprechen: Wir arbeiten für ein weltoffenes Deutschland, das in einem Bündnis 67 
von Demokratien gemeinsam mit unseren transatlantischen und europäischen Partnern die glo- 68 
balen Herausforderungen gestaltet.",neutral,0.9999837875366211
"Unser Ziel heißt: Sicherheit und Frieden, Freiheit und Woh l- 69 
stand für die Menschen in Deutschland.",neutral,0.997250497341156
"Das Modernisierungsjahrzehnt, mit dem wir Deutsch- 70 
land weltpolitikfähig machen, kann nur mit neuer außenpolitischer Stärke gelingen.",neutral,0.9984490871429443
"71 
Die Pandemie hat uns erneut gezeigt, wie vernetzt unsere Welt ist.",neutral,0.9935057163238525
"Weder das Coronavirus noch  72 
der Klimawandel oder die digitale Transformation machen an Grenzen halt.",neutral,0.9997679591178894
"Wir können die gro- 73 
ßen weltweiten Menschheitsaufgaben nur lösen, wenn wir sie gemeinsam global anpacken.",neutral,0.9989606142044067
"Es 74 
ist in unserem eigenen Interesse, dass wir international mehr Verantwortung übernehmen.",neutral,0.9999736547470093
"75 
Die Bedingungen dafür haben sich gravierend verändert:",neutral,0.991863489151001
"Wir befinden uns inmitten eines welt- 76 
weiten Epochenwechsels.",neutral,0.9992983341217041
"Die große wirtschaftliche Dynamik in Asien und der Aufstieg Chinas 77 
verändern das internationale Machtgefüge.",neutral,0.9999916553497314
"Wir erleben die Missachtung des Völkerrechts und 78 
Regelbrüche durch bedeutende Staaten des internationalen Systems, und wir sehen, dass sich 79 
weltweit populistische Strömungen ausbreiten, auch in demokratischen Staaten.",neutral,0.9999914169311523
"Hinzu kommt: 80 
Neue Technologien bestimmen nicht nur unseren Alltag, sondern sind auch ein relev anter Faktor 81 
der internationalen Politik.",neutral,0.9999890327453613
82,positive,0.9278152585029602
"Es reicht nicht, auf Krisen nur zu reagieren.",neutral,0.9812408089637756
"Daher werden wir eine Sicherheitsarchitektur schaf - 83 
fen, die bessere Koordinierung und einen vorausschauenden strategischen Ansatz möglich 84 
macht.",neutral,0.9999854564666748
"Die Grundlage unseres weltweiten politischen Handelns ist und bleibt dabei das christli- 85 
che Menschenbild.",neutral,0.9999873638153076
"Wir bekennen uns dazu, dass Deutschland aktiv zur internationalen Krisen- 86 
bewältigung und zur Gestaltung der Weltordnung beiträgt - in der Europäischen Union, der 87 
NATO, den Vereinten Nationen und weiteren internationalen Organisationen.",neutral,0.9999868869781494
"88 
 89 
1.1. Stärkung der werte- und regelbasierten internationalen Ordnung 90 
Bündnis der Demokratien schmieden 91 
Demokratien und autoritäre Staaten ringen um den globalen Gestaltungsanspr uch im 21. 92 
Jahrhundert.",neutral,0.9999895095825195
"Es geht um den Fortbestand unserer freiheitlich- demokratischen Ordnung, die 93 
autoritäre Staaten in Frage stellen und zu destabilisieren versuch en.",neutral,0.9999790191650391
"Aus dieser Systemri- 94 
valität ergeben sich für uns die Verpflichtung und der A nspruch, die internationale regel- 95 
und wertebasierte Ordnung wieder zu stärken.",neutral,0.9999915361404419
"Denn sie ist Voraussetzu ng dafür, dass wir 96 
in Sicherheit und Frieden, Freiheit und Wohlstand leben können.",neutral,0.9999772310256958
"Wir wollen, dass Deutsch- 97 
land und Europa gestärkt aus dieser Herausforderung hervorgehen – gemeinsam mit den 98 
USA und zugleich auf eigene Fähigkeiten bedacht.",neutral,0.9999853372573853
"99 
• Dafür müssen wir gemeinsam die Zusammenarbeit mit unseren transatlant ischen Part- 100 
nern wieder ausbauen und neue handlungsfähige Strukturen mit unser en weltweiten de- 101 Seite 7 von 139 mokratischen Partnern entwickeln, gerade im indo-pazifischen Raum und  in Lateiname- 102 
rika.",neutral,0.9999866485595703
"Dieses Bündnis der Demokratien muss prägenden Einfluss auf die globa le Ordnung 103 
nehmen, insbesondere in der Klima-, Handels-, Digital- und Sicherheitspolit ik.",neutral,0.9999909400939941
"104 
•",positive,0.988304615020752
Dabei leitet uns der Gedanke der Freiheit und der unantastbaren  Würde des Menschen.,neutral,0.9999915361404419
"105 
Deshalb setzen wir uns für Frieden, Freiheit und Sicherheit,  für die Wahrung der Men- 106 
schenrechte, für die Einhaltung und Weiterentwicklung des V ölkerrechts, für nachhal- 107 
tige Entwicklung sowie den freien und fairen Welthandel ein.",neutral,0.9999889135360718
"108 
•",positive,0.9839633107185364
"In unserem außenpolitischen Handeln suchen wir stets die internat ionale Partnerschaft 109 
und den multilateralen Ansatz.",neutral,0.9999912977218628
"Die Vereinten Nationen (VN) und ihre Organisationen 110 
alleine können die universelle Gültigkeit ihrer Grundsätze und  Ziele beanspruchen.",neutral,0.9999912977218628
"Die 111 
Vereinten Nationen sind und bleiben daher grundlegend für di e internationale Ordnung 112 
und die Bewältigung internationaler Herausforderungen.",neutral,0.9999914169311523
"Sie müssen daher  entschei- 113 
dungs- und handlungsfähiger werden.",neutral,0.9999887943267822
"114 
 115 
Universelle Geltung der Menschenrechte durchsetzen 116",neutral,0.9999834299087524
"Die Menschenrechte gelten universell, sind unteilbar und unveräuß erlich.",neutral,0.9998868703842163
"Dem Versuch au- 117 
toritärer Staaten, diesen Konsens aufzuweichen, treten wir entschieden en tgegen.",neutral,0.9999897480010986
"118 
•",positive,0.9388637542724609
Hierfür wollen wir die Menschenrechtsmechanismen stärken.,neutral,0.9999914169311523
"Kinder, Men schen mit Be- 119 
hinderungen oder Flüchtlinge sind dabei besonders schutzbedürftig.",neutral,0.9999871253967285
"120 
•",positive,0.9808763861656189
Wir wollen auch dem Menschenrecht auf Religionsfreiheit weltweit,neutral,0.9996745586395264
"Gel tung verschaffen 121 
und die kritische Lage religiöser Minderheiten verbessern.",neutral,0.9998544454574585
"Insbeson dere werden wir uns 122 
weiterhin beharrlich für verfolgte Christen einsetzen.",neutral,0.9995174407958984
"123 
 124 
1.2. Deutschland als Stabilitätsanker in der globalen Welt 125 
Deutschland muss als stärkste Wirtschaftsnation Europas eine führen de außen- und sicher- 126 
heitspolitische Rolle einnehmen.",neutral,0.9999909400939941
"Wir müssen mehr als bisher bere it sein, zusammen mit 127 
unseren Verbündeten und Partnern unter Wahrung der völkerre chtlichen und unserer ver- 128 
fassungsrechtlichen Vorgaben alle Instrumente unserer Außen-, Verte idigungs- und Ent- 129 
wicklungspolitik anzuwenden – auch militärische, wenn dies nötig ist.",neutral,0.9999850988388062
"130 
•",positive,0.9807475209236145
"Wir wollen einen stärkeren strategischen Ansatz in der Außen- und Si cherheitspolitik in 131 
einer regelmäßig vorzulegenden nationalen Sicherheitsstrategie bün deln, die parlamen- 132 
tarisch erörtert",neutral,0.9999911785125732
wird.,negative,0.9123950004577637
"133 
•",positive,0.9120736718177795
Wir müssen die Vernetzung der Sicherheit auch in unserer Regier ung abbilden.,neutral,0.9993160963058472
"Daher 134 
wollen wir im Bundeskanzleramt einen Nationalen Sicherheitsrat schaf fen, der außen- 135 
und sicherheitspolitische Koordinierung, strategische Vorausschau und nachrichten- 136 
dienstliche Erkenntnisse des Bundes und der Länder zusammenführt.",neutral,0.9999897480010986
"137 
•",positive,0.9246671199798584
Wir werden die politischen Stiftungen weiterhin angemessen fin anziell ausstatten.,neutral,0.9524575471878052
"Sie 138 
leisten einen wesentlichen Beitrag zur politischen Bildung, z ur Studienförderung und zur 139 Seite 8 von 139 wissenschaftlichen Forschung sowie im internationalen Bereich zur Stä rkung der Demo- 140 
kratie, der Zivilgesellschaft und der Entwicklungszusammenarbeit.",neutral,0.9999902248382568
"141 
 142 
1.3. Aufbruch für die transatlantische Partnerschaft 143 
Beziehungen zu Amerika stärken  144 
Die USA sind unser wichtigster weltpolitischer Partner.",neutral,0.9999785423278809
"Mit Präsident  Joe Biden verbinden 145 
wir die Chance eines neuen Aufbruchs für die transatlantisch e Partnerschaft.",neutral,0.999990701675415
"Nur in enger 146 
Abstimmung werden wir gestaltende Impulse in der Klima-, Handels-, Wissenschafts- und 147 
Technologiepolitik setzen können.",neutral,0.9999872446060181
"Unser Ziel muss sein, gemeinsam den Gegnern  der Frei- 148 
heit zu trotzen, globale Standards zu setzen und unseren technologis chen Vorsprung zu 149 
wahren und auszubauen.",neutral,0.9994136095046997
"Hierzu ist eine weitere Vertiefung unse rer Handels- und Wissen- 150 
schaftsbeziehungen unabdingbar.",neutral,0.9999905824661255
"151 
•",positive,0.9662074446678162
"Unser Ziel ist ein umfassender transatlantischer Wirtschafts- , Handels- und Zukunfts- 152 
raum.",neutral,0.999985933303833
"Um die Technologieführerschaft des wertegebundenen Westens  zu bewahren, 153 
müssen wir unsere Spitzenforschung und Produktanwendung eng abstimmen.",neutral,0.9999897480010986
"154 
•",positive,0.9563987851142883
"Wir wollen zudem die gemeinsame Bekämpfung der Organisierten Kri minalität und des 155 
Terrorismus intensivieren sowie klimaaußenpolitisch mit den USA eng zu sammenarbei- 156 
ten.",neutral,0.9996042847633362
"157 
•",positive,0.9496845006942749
Auch mit Kanada sowie den demokratisch gefestigten Staaten,neutral,0.9999814033508301
"Lateinamer ikas und der 158 
Karibik wollen wir enger kooperieren.",neutral,0.9996950626373291
"159 
• Den Austausch mit den USA auf gesellschaftlicher Ebene wollen wir deutli",neutral,0.9990779161453247
ch ausbauen.,negative,0.6556908488273621
"160 
Wir wissen: Völkerverständigung beginnt bei persönlichen Freundschafte n und muss",neutral,0.9994447827339172
"im- 161 
mer wieder neu wachsen in jeder Generation.",neutral,0.9999090433120728
"Deshalb wollen wir e in deutsch-amerika- 162 
nisches Jugendwerk einrichten und das erfolgreiche Jugendaustauschpr ogramm (Parla- 163 
mentarisches Patenschaftsprogramm) des Bundestages mehr als verdoppeln.",neutral,0.9996050000190735
"164 
 165 
Die NATO als Wertegemeinschaft und Sicherheitsbündnis begreifen 166",neutral,0.9999881982803345
Die NATO ist das Rückgrat der euroatlantischen Sicherheit.,neutral,0.9999903440475464
"Garant iert wird diese Sicherheit 167 
durch die nukleare Teilhabe, die Beistandsklausel für den Bündnisfal l und die Präsenz ame- 168 
rikanischer Soldaten in Europa.",neutral,0.9999915361404419
"169 
•",positive,0.9328334331512451
"Solange es Staaten mit Atomwaffen gibt, die unsere Wertegemeinsc haft aktiv herausfor- 170 
dern, braucht Europa weiterhin den nuklearen Schutzschirm der USA u nd bleibt die deut- 171 
sche Beteiligung an der nuklearen Teilhabe im Rahmen der NATO ein wichtiger Bestand- 172 
teil einer glaubwürdigen Abschreckung im Bündnis.",neutral,0.9987105131149292
"Wir stehen da für, dass Deutschland 173 
sich entschlossen zu r Fortsetzung seiner nuklearen Teilhabe innerhalb der NATO be- 174 
kennt und die notwendigen Mittel dafür bereitstellt.",neutral,0.9999865293502808
"175 
•",positive,0.8543890714645386
"Es muss Europas Anspruch sein, als gleichberechtigter Partner gemein sam mit den USA 176 
für Freiheit, Frieden und Demokratie in der Welt einzustehen .",neutral,0.9999871253967285
"Dazu gehört, dass wir 177 
mehr Verantwortung im Verbund mit unseren Bündnispartnern übernehmen müssen – 178 Seite 9 von 139 sowohl bei robusten Einsätzen als auch bei Friedensmissionen und der Ent wicklungszu- 179 
sammenarbeit vor Ort.",neutral,0.9999908208847046
"180 
•",positive,0.806134819984436
Wir wollen den europäischen Pfeiler in der NATO stärken.,neutral,0.9999250173568726
"Deutschla nd wird im Moder- 181 
nisierungsjahrzehnt einen wichtigen Beitrag zur Umsetzung des Kon zeptes „NATO 182 
2030“ und zur Ausrichtung der NATO für die nächste Generation le isten.",neutral,0.9999911785125732
"Wir Europäer 183 
müssen stärker als bisher für Stabilität in unserer Nachbarschaft So rge tragen und für 184 
eine faire Lastenverteilung eintreten.",neutral,0.9999711513519287
Wir bekennen uns ex plizit zum 2%-Ziel der NATO.,neutral,0.9939715266227722
"185 
 186 
Rüstungskontrolle und Abrüstung voranbringen 187 
Unsere langfristige Vision ist eine Welt, in der nukleare Waffen  als Abschreckung nicht 188 
mehr nötig sind.",neutral,0.9999845027923584
"Wir drängen daher auf mehr Dynamik in der Rüstungskon trolle und Abrüs- 189 
tung und unterstützen neue Initiativen, die zu mehr Sicherheit be itragen.",neutral,0.9999517202377319
"190 
•",neutral,0.8562397360801697
"Unser langfristiges Ziel bleibt die vollständige Abrüstung aller n uklearen Mittelstrecken- 191 
raketen und Marschflugkörper in Europa.",neutral,0.9999885559082031
"Bestehende Abkommen müssen e ingehalten 192 
werden.",neutral,0.9999868869781494
"193 
•",neutral,0.9965116381645203
"Wir unterstützen Maßnahmen gegen die Weiterverbreitung von Massenvernichtungs- 194 
waffen und die dazugehörigen Raketentechnologien sowie die Ächtung autonom -töten- 195 
der Waffensysteme.",neutral,0.9999911785125732
"196 
•",neutral,0.9931382536888123
"Die Bundeswehr muss über alle modernen Technologien verfügen, die  zur Verteidigung 197 
nötig sind.",neutral,0.9999914169311523
Dazu zählen auch unbemannte und KI-integrierende Systeme.,neutral,0.9999902248382568
"198 
 199 
1.4. Stabilität in ganz Europa 200 
Östliche Partner der EU stärken 201 
Wir wollen die Unabhängigkeit der östlichen Partner der EU stärken sowie ihre politische 202 
und wirtschaftliche Modernisierung zu europäischen Rechtsstaaten tat kräftig fördern.",neutral,0.9999889135360718
"Un- 203 
ser Ziel bleibt, die europäische Friedensordnung wiederherzust ellen, die durch die völker- 204 
rechtswidrige Annexion der Krim durch Russland außer Kraft gesetzt wur de.",neutral,0.9999624490737915
"205 
•",positive,0.9119863510131836
"Wir werden uns weiterhin für ein Ende des Konflikts in der Ost ukraine und für eine Rück- 206 
kehr zum legitimen völkerrechtlichen Status der Krim einsetzen.",neutral,0.9999903440475464
"So lange die russische 207 
Regierung dazu nicht bereit ist, müssen die Sanktionen bestehen bleibe n. 208 
•",neutral,0.9981364011764526
"Wir stehen an der Seite der Menschen in Belarus, die sich f ür Freiheit und Demokratie 209 
einsetzen.",neutral,0.9998611211776733
"Das Regime muss den Weg zu einem friedlichen Übergan g freimachen oder 210 
andernfalls die Härte unserer Sanktionen zu spüren bekommen.",neutral,0.9999089241027832
"211 
 212 
Russland konstruktiv und entschlossen begegnen  213 
Russland fordert unsere Werte heraus.",neutral,0.9978658556938171
